Date,APPLE,NVIDIA,MANCHESTER UNITED,ALPHABET,BERKSHIRE
2/16/2022,172.550003,265.109985,13.61,137.487503,474444
2/17/2022,168.880005,245.070007,13.32,132.308502,470655
2/18/2022,167.300003,236.419998,13.34,130.467499,472257
2/22/2022,164.320007,233.899994,13.25,129.402496,471418
2/23/2022,160.070007,223.869995,13.16,127.584999,465515
2/24/2022,162.740005,237.479996,13.1,132.673492,462110
2/25/2022,164.850006,241.570007,13.28,134.519501,479345
2/28/2022,165.119995,243.850006,13.45,134.891006,476205
3/1/2022,163.199997,234.770004,12.82,134.167999,475879
3/2/2022,166.559998,242.199997,12.9,134.751495,486109
3/3/2022,166.229996,237.139999,12.81,134.307999,491245
3/4/2022,163.169998,229.360001,12.34,132.121994,487440
3/7/2022,159.300003,213.520004,12.22,126.4645,484527
3/8/2022,157.440002,215.139999,12.32,127.278503,478025
3/9/2022,162.949997,230.139999,12.45,133.865997,488245
3/10/2022,158.520004,226.580002,12.68,132.682007,487820
3/11/2022,154.729996,221,12.6,130.475494,489802
3/14/2022,150.619995,213.300003,12.54,126.740997,493785
3/15/2022,155.089996,229.729996,12.51,129.660507,498160
3/16/2022,159.589996,244.960007,12.59,133.690506,504036
3/17/2022,160.619995,247.660004,12.8,134.600494,518438
3/18/2022,163.979996,264.529999,13.14,136.801498,512991
3/21/2022,165.380005,267.339996,13.71,136.4785,525000
3/22/2022,168.820007,265.23999,13.81,140.277496,525854
3/23/2022,170.210007,256.339996,13.83,138.503494,521781
3/24/2022,174.070007,281.5,13.83,141.311996,528817
3/25/2022,174.720001,276.920013,14.23,141.5215,538949
3/28/2022,175.600006,282.190002,14.65,141.949997,539180
3/29/2022,178.960007,286.559998,14.63,143.25,532011
3/30/2022,177.770004,276.899994,14.51,142.644501,536440
3/31/2022,174.610001,272.859985,14.47,139.649506,528921
4/1/2022,174.309998,267.119995,14.7,140.699997,527760
4/4/2022,178.440002,273.600006,14.59,143.642502,518714
4/5/2022,175.059998,259.309998,14.41,141.063004,516000
4/6/2022,171.830002,244.070007,14.49,137.175995,517002
4/7/2022,172.139999,242.080002,14.69,136.464996,519760
4/8/2022,170.089996,231.190002,14.72,134.010498,529000
4/11/2022,165.75,219.169998,14.16,129.796494,527590
4/12/2022,167.660004,215.039993,13.95,128.374496,524271
4/13/2022,170.399994,222.029999,14.04,130.285995,519800
4/14/2022,165.289993,212.580002,13.9,127.252998,516435
4/18/2022,165.070007,217.830002,13.99,127.960999,519499
4/19/2022,167.399994,221.979996,13.94,130.531006,523260
4/20/2022,167.229996,214.820007,14.07,128.245499,522901
4/21/2022,166.419998,201.830002,13.8,124.9375,515815
4/22/2022,161.789993,195.149994,13.42,119.613998,505440
4/25/2022,162.880005,199.020004,13.76,123.25,506200
4/26/2022,156.800003,187.880005,13.34,119.505997,497777
4/27/2022,156.570007,184.149994,13.36,115.0205,496800
4/28/2022,163.639999,197.820007,13.44,119.411499,499000
4/29/2022,157.649994,185.470001,13.54,114.966499,484340
5/2/2022,157.960007,195.330002,13.97,117.156998,478150
5/3/2022,159.479996,196.020004,14.18,118.129501,481198
5/4/2022,166.020004,203.339996,14.21,122.574997,494343
5/5/2022,156.770004,188.440002,14.13,116.746498,481400
5/6/2022,157.279999,186.75,13.82,115.660004,479500
5/9/2022,152.059998,169.5,13.18,113.084,471200
5/10/2022,154.509995,175.949997,13.38,114.584503,469780
5/11/2022,146.5,166.300003,13.12,113.960999,468000
5/12/2022,142.559998,161.75,13.12,113.161003,461631
5/13/2022,147.110001,177.059998,13.25,116.515503,465011
5/16/2022,145.539993,172.639999,13.03,114.792503,464250
5/17/2022,149.240005,181.770004,13.28,116.7015,471670
5/18/2022,140.820007,169.380005,13,112.401001,461000
5/19/2022,137.350006,171.240005,13.06,110.745499,456031
5/20/2022,137.589996,166.940002,13.06,109.313004,456500
5/23/2022,143.110001,168.979996,12.96,111.666496,464510
5/24/2022,140.360001,161.539993,12.56,105.926003,463606
5/25/2022,140.520004,169.75,13.01,105.8395,462890
5/26/2022,143.779999,178.509995,12.52,108.295998,468805
5/27/2022,149.639999,188.110001,12.61,112.799004,478670
5/31/2022,148.839996,186.720001,12.76,114.039001,474050
6/1/2022,148.710007,183.199997,12.56,114.137001,469620
6/2/2022,151.210007,195.919998,12.58,117.746002,472710
6/3/2022,145.380005,187.199997,12.23,114.564003,467650
6/6/2022,146.139999,187.860001,12.34,117.010498,468400
6/7/2022,148.710007,189.259995,12.36,117.2295,471500
6/8/2022,147.960007,186.479996,12.44,117.237999,463300
6/9/2022,142.639999,180.479996,12.07,114.917999,452260
6/10/2022,137.130005,169.740005,11.57,111.427498,439780
6/13/2022,131.880005,156.470001,11.07,106.876503,423700
6/14/2022,132.759995,158.360001,10.82,107.194,415500
6/15/2022,135.429993,165.270004,10.97,110.390503,418600
6/16/2022,130.059998,156.009995,10.74,106.636002,403971
6/17/2022,131.559998,158.800003,11.45,107.865501,403150
6/21/2022,135.869995,165.660004,11.61,112.014999,407800
6/22/2022,135.350006,163.600006,11.5,112.033997,405649
6/23/2022,138.270004,162.25,11.44,112.684502,402300
6/24/2022,141.660004,171.259995,11.57,118.538002,417401
6/27/2022,141.660004,168.690002,11.38,116.622498,417700
6/28/2022,137.440002,159.820007,11.36,112.571503,412170
6/29/2022,139.229996,155.419998,11.27,112.2565,411050
6/30/2022,136.720001,151.589996,11.12,109.372498,408950
7/1/2022,138.929993,145.229996,11,109.081001,415850
7/5/2022,141.559998,149.639999,11.06,113.887001,413844
7/6/2022,142.919998,151.300003,10.8,115.213501,414148
7/7/2022,146.350006,158.580002,10.85,119.306,419200
7/8/2022,147.039993,158.380005,10.73,120.168503,421800
7/11/2022,144.869995,151.520004,10.51,116.522499,417900
7/12/2022,145.860001,150.820007,10.68,114.849503,416449
7/13/2022,145.490005,151.639999,10.63,112.186996,417250
7/14/2022,148.470001,153.720001,10.78,111.440002,412600
7/15/2022,150.169998,157.619995,11.02,112.766998,418349
7/18/2022,147.070007,161.009995,11.02,109.910004,414450
7/19/2022,151,169.919998,11.16,114.620003,425110
7/20/2022,153.039993,178.070007,11.15,114.699997,429200
7/21/2022,155.350006,180.5,11.29,115.040001,430900
7/22/2022,154.089996,173.190002,11.14,108.360001,429562
7/25/2022,152.949997,170.240005,11.26,108.209999,432579
7/26/2022,151.600006,165.330002,11.02,105.440002,428644
7/27/2022,156.789993,177.899994,11.27,113.599998,436100
7/28/2022,157.350006,179.839996,11.15,114.589996,442000
7/29/2022,162.509995,181.630005,11.14,116.639999,451700
8/1/2022,161.509995,184.410004,11.18,115.480003,444650
8/2/2022,160.009995,185.259995,11.18,115.900002,439180
8/3/2022,166.130005,188.929993,11.42,118.779999,443450
8/4/2022,165.809998,192.149994,11.65,118.870003,442149
8/5/2022,165.350006,189.889999,11.51,118.220001,439529
8/8/2022,164.869995,177.929993,11.55,118.139999,439167
8/9/2022,164.919998,170.860001,11.39,117.5,440058
8/10/2022,169.240005,180.970001,12.75,120.650002,442800
8/11/2022,168.490005,179.419998,12.28,119.82,445302
8/12/2022,172.100006,187.089996,12.82,122.650002,452697
8/15/2022,173.190002,190.320007,12.77,122.879997,455170
8/16/2022,173.029999,188.789993,12.78,122.510002,461300
8/17/2022,174.550003,183.350006,13.67,120.32,457277
8/18/2022,174.149994,187.729996,13.9,120.860001,457400
8/19/2022,171.520004,178.490005,13.68,118.120003,447155
8/22/2022,167.570007,170.339996,13.26,115.07,433650
8/23/2022,167.229996,171.809998,13.41,114.769997,435730
8/24/2022,167.529999,172.220001,13.42,114.699997,442210
8/25/2022,170.029999,179.130005,13.57,117.699997,448000
8/26/2022,163.619995,162.600006,13.14,111.300003,436201
8/29/2022,161.380005,158.009995,13.07,110.339996,433300
8/30/2022,158.910004,154.679993,13.25,109.910004,429700
8/31/2022,157.220001,150.940002,13.44,109.150002,421308
9/1/2022,157.960007,139.369995,13.4,110.550003,424290
9/2/2022,155.809998,136.470001,13.47,108.68,417940
9/6/2022,154.529999,134.649994,14.45,107.480003,416860
9/7/2022,155.960007,137.139999,14.56,110.480003,422047
9/8/2022,154.460007,139.899994,14.39,109.419998,426850
9/9/2022,157.369995,143.869995,14.43,111.779999,429819
9/12/2022,163.429993,145.050003,15.16,111.870003,433062
9/13/2022,153.839996,131.309998,14.51,105.309998,418700
9/14/2022,155.309998,131.279999,14.68,105.870003,420500
9/15/2022,152.369995,129.289993,14.48,103.900002,417103
9/16/2022,150.699997,131.979996,14.15,103.629997,414537
9/19/2022,154.479996,133.820007,14.12,103.849998,421339
9/20/2022,156.899994,131.759995,13.91,101.830002,419869
9/21/2022,153.720001,132.610001,13.48,100.010002,407930
9/22/2022,152.740005,125.610001,13.63,100.57,405375
9/23/2022,150.429993,125.160004,13.07,99.169998,404485
9/26/2022,150.770004,122.279999,12.92,98.809998,399128
9/27/2022,151.759995,124.129997,12.8,98.089996,401490
9/28/2022,149.839996,127.360001,12.7,100.739998,410705
9/29/2022,142.479996,122.199997,12.86,98.089996,406700
9/30/2022,138.199997,121.389999,13.27,96.150002,406470
10/3/2022,142.449997,125.120003,13.4,99.300003,413300
10/4/2022,146.100006,131.669998,13.71,102.410004,424180
10/5/2022,146.399994,132.089996,13.7,102.220001,420667
10/6/2022,145.429993,131.300003,13.59,102.239998,416300
10/7/2022,140.089996,120.760002,13.64,99.57,406010
10/10/2022,140.419998,116.699997,13.35,98.709999,403000
10/11/2022,138.979996,115.860001,13.27,98.050003,402836
10/12/2022,138.339996,115,12.92,98.300003,399251
10/13/2022,142.990005,119.599998,12.92,99.709999,415222
10/14/2022,138.380005,112.269997,12.95,97.18,412760
10/17/2022,142.410004,118.879997,13.05,100.779999,419101
10/18/2022,143.75,119.669998,12.89,101.389999,428465
10/19/2022,143.860001,120.510002,12.67,100.290001,421610
10/20/2022,143.389999,121.940002,12.61,100.529999,413950
10/21/2022,147.270004,124.660004,12.6,101.480003,427170
10/24/2022,149.449997,125.989998,12.35,102.970001,432500
10/25/2022,152.339996,132.610001,12.63,104.93,436400
10/26/2022,149.350006,128.960007,13.19,94.82,435660
10/27/2022,144.800003,131.759995,13.32,92.599998,437900
10/28/2022,155.740005,138.339996,13.06,96.580002,451900
10/31/2022,153.339996,134.970001,13.06,94.660004,445050
11/1/2022,150.649994,135.429993,13.11,90.5,443004
11/2/2022,145.029999,132.190002,12.87,87.07,438700
11/3/2022,138.880005,134.210007,12.56,83.489998,428800
11/4/2022,138.380005,141.559998,12.93,86.699997,432000
11/7/2022,138.919998,143.009995,13.38,88.650002,438575
11/8/2022,139.5,146.020004,13.15,88.910004,442100
11/9/2022,134.869995,137.759995,13,87.400002,435945
11/10/2022,146.869995,157.5,13.14,94.169998,457665
11/11/2022,149.699997,163.270004,13.29,96.730003,469047
11/14/2022,148.279999,162.949997,13.2,96.029999,466600
11/15/2022,150.039993,166.660004,12.97,98.720001,468233
11/16/2022,148.789993,159.100006,12.8,98.989998,465520
11/17/2022,150.720001,156.770004,12.84,98.5,463695
11/18/2022,151.289993,154.089996,13.13,97.800003,468290
11/21/2022,148.009995,153.169998,13.03,95.830002,468922
11/22/2022,150.179993,160.380005,14.94,97.330002,476980
11/23/2022,151.070007,165.190002,18.799999,98.82,477020
11/25/2022,148.110001,162.699997,21.209999,97.599998,478676
11/28/2022,144.220001,158.270004,21.25,96.25,472712
11/29/2022,141.169998,156.389999,22.18,95.440002,475843
11/30/2022,148.029999,169.229996,22.1,101.449997,480280
12/1/2022,148.309998,171.350006,22.559999,101.279999,477085
12/2/2022,147.809998,168.759995,22.73,100.830002,477403
12/5/2022,146.630005,166.100006,22.360001,99.870003,468700
12/6/2022,142.910004,159.869995,22.209999,97.309998,464838
12/7/2022,140.940002,161.199997,22.129999,95.150002,461593
12/8/2022,142.649994,171.690002,21.85,93.949997,462780
12/9/2022,142.160004,170.009995,20.35,93.07,463000
12/12/2022,144.490005,175.350006,20.559999,93.559998,471080
12/13/2022,145.470001,180.720001,20.68,95.849998,472000
12/14/2022,143.210007,176.740005,21.59,95.309998,468020
12/15/2022,136.5,169.520004,21.620001,91.199997,457460
12/16/2022,134.509995,165.710007,21.85,90.860001,454620
12/19/2022,132.369995,162.539993,21.27,89.150002,455280
12/20/2022,132.300003,160.850006,21.9,89.629997,457400
12/21/2022,135.449997,165.009995,22.76,90.25,467600
12/22/2022,132.229996,153.389999,22.440001,88.260002,458700
12/23/2022,131.860001,152.059998,22.48,89.809998,463400
12/27/2022,130.029999,141.210007,23.120001,87.93,461955
12/28/2022,126.040001,140.360001,22.450001,86.459999,459800
12/29/2022,129.610001,146.029999,23.09,88.949997,468725
12/30/2022,129.929993,146.139999,23.33,88.730003,468711
1/3/2023,125.07,143.149994,22.76,89.699997,469525
1/4/2023,126.360001,147.490005,23.299999,88.709999,476260
1/5/2023,125.019997,142.649994,22.870001,86.769997,473660
1/6/2023,129.619995,148.589996,23.32,88.160004,481955
1/9/2023,130.149994,156.279999,23.110001,88.800003,478385
1/10/2023,130.729996,159.089996,22.83,89.239998,479420
1/11/2023,133.490005,160.009995,22.889999,92.260002,483990
1/12/2023,133.410004,165.110001,22.77,91.910004,482860
1/13/2023,134.759995,168.990005,22.969999,92.800003,481021
1/17/2023,135.940002,177.020004,22.82,92.160004,476000
1/18/2023,135.210007,173.770004,22.940001,91.779999,466260
1/19/2023,135.270004,167.649994,23,93.910004,461950
1/20/2023,137.869995,178.389999,23.35,99.279999,469645
1/23/2023,141.110001,191.929993,22.91,101.209999,469600
1/24/2023,142.529999,192.649994,22.65,99.209999,471000
1/25/2023,141.860001,193.229996,23.370001,96.730003,471657
1/26/2023,143.960007,198.020004,22.629999,99.160004,469960
1/27/2023,145.929993,203.649994,22.780001,100.709999,470000
1/30/2023,143,191.619995,22.559999,97.949997,465040
1/31/2023,144.289993,195.369995,22.549999,99.870003,473000
2/1/2023,145.429993,209.429993,22.49,101.43,470606
2/2/2023,150.820007,217.089996,22.379999,108.800003,472115
2/3/2023,154.5,211,21.860001,105.220001,466755
2/6/2023,151.729996,210.889999,21.450001,103.470001,467000
2/7/2023,154.649994,221.729996,21.120001,108.040001,474555
2/8/2023,151.919998,222.050003,23.34,100,467999
2/9/2023,150.869995,223.369995,25.389999,95.459999,466020
2/10/2023,151.009995,212.649994,23.540001,94.860001,472250
2/13/2023,153.850006,217.880005,23.6,95,476500
2/14/2023,153.199997,229.710007,23.860001,94.949997,472500
2/15/2023,155.330002,227.639999,24.459999,97.099998,469045
2/16/2023,153.710007,220.020004,26.84,95.779999,467295
2/17/2023,152.550003,213.880005,26.33,94.589996,467373
2/21/2023,148.479996,206.550003,22.99,92.050003,458495
2/22/2023,148.910004,207.539993,22.559999,91.800003,460012
2/23/2023,149.399994,236.639999,22.860001,91.07,459375
2/24/2023,146.710007,232.860001,22.889999,89.349998,461705
2/27/2023,147.919998,235.009995,20.780001,90.099998,461912
2/28/2023,147.410004,232.160004,20.75,90.300003,463525
3/1/2023,145.309998,226.979996,20.450001,90.510002,462435
3/2/2023,145.910004,233.139999,21.129999,92.309998,466790
3/3/2023,151.029999,238.899994,21.34,94.019997,473256
3/6/2023,153.830002,235.539993,21.93,95.580002,480215
3/7/2023,151.600006,232.880005,21.48,94.169998,471500
3/8/2023,152.869995,241.809998,21.780001,94.650002,472002
3/9/2023,150.589996,234.360001,20.889999,92.660004,461030
3/10/2023,148.5,229.649994,20.09,91.010002,460462
3/13/2023,150.470001,229.660004,20.5,91.660004,458050
3/14/2023,152.589996,240.630005,20.58,94.25,461805
3/15/2023,152.990005,242.279999,21.09,96.550003,448671
3/16/2023,155.850006,255.410004,21.73,101.07,455350
3/17/2023,155,257.25,22.139999,102.459999,442765
3/20/2023,157.399994,259,23.559999,101.93,455917
3/21/2023,159.279999,261.98999,24.02,105.839996,460515
3/22/2023,157.830002,264.679993,25.620001,104.220001,455660
3/23/2023,158.929993,271.910004,23.76,106.260002,452750
3/24/2023,160.25,267.790009,23.92,106.059998,453066
3/27/2023,158.279999,265.309998,22.280001,103.059998,457820
3/28/2023,157.649994,264.100006,22.469999,101.360001,459000
3/29/2023,160.770004,269.839996,22.4,101.900002,462100
3/30/2023,162.360001,273.829987,22.84,101.32,461780
3/31/2023,164.899994,277.769989,22.15,104,465600
4/3/2023,166.169998,279.649994,21.5,104.910004,469760
4/4/2023,165.630005,274.529999,21.85,105.120003,467660
4/5/2023,163.759995,268.809998,21.459999,104.949997,471500
4/6/2023,164.660004,270.369995,21.690001,108.900002,478005
4/10/2023,162.029999,275.790009,21.32,106.949997,476500
4/11/2023,160.800003,271.690002,22.690001,106.120003,480800
4/12/2023,160.100006,264.950012,23.389999,105.220001,483500
4/13/2023,165.559998,264.630005,23.129999,108.190002,490760
4/14/2023,165.210007,267.579987,22.02,109.459999,496000
4/17/2023,165.229996,270.019989,19.68,106.419998,497900
4/18/2023,166.470001,276.670013,20.57,105.120003,496200
4/19/2023,167.630005,279.309998,20.450001,105.019997,494948
4/20/2023,166.649994,271.040009,20.780001,105.900002,496300
4/21/2023,165.020004,271.190002,21.01,105.910004,496405
4/24/2023,165.330002,270.420013,21.530001,106.779999,498250
4/25/2023,163.770004,262.410004,21,104.610001,495112
4/26/2023,163.759995,269.559998,20.57,104.449997,491500
4/27/2023,168.410004,272.26001,20.6,108.370003,499700
4/28/2023,169.679993,277.48999,20.049999,108.220001,502880
5/1/2023,169.589996,289.100006,19.139999,107.709999,503400
5/2/2023,168.539993,282.100006,19.17,105.980003,494100
5/3/2023,167.449997,278.019989,20.129999,106.120003,488606
5/4/2023,165.789993,275.619995,19.34,105.209999,489540
5/5/2023,173.570007,286.799988,19.07,106.214996,491840
5/8/2023,173.5,291.51001,18.719999,108.239998,497000
5/9/2023,171.770004,285.709991,20.09,107.940002,499000
5/10/2023,173.559998,288.850006,20.299999,112.279999,492000
5/11/2023,173.75,285.779999,18.370001,116.900002,493000
5/12/2023,172.570007,283.399994,18.129999,117.919998,491182
5/15/2023,172.070007,289.529999,18.85,116.959999,495900
5/16/2023,172.070007,292.130005,18.969999,120.089996,498620
5/17/2023,172.690002,301.779999,19.16,121.480003,500600
5/18/2023,175.050003,316.779999,18.84,123.519997,504360
5/19/2023,175.160004,312.640015,18.719999,123.25,507161
5/22/2023,174.199997,311.76001,19.58,125.870003,501148
5/23/2023,171.559998,306.880005,19.18,123.290001,491980
5/24/2023,171.839996,305.380005,19.52,121.639999,486545
5/25/2023,172.990005,379.799988,19.25,124.349998,484000
5/26/2023,175.429993,389.459991,18.969999,125.43,486650
5/30/2023,177.300003,401.109985,18.68,124.639999,489225
5/31/2023,177.25,378.339996,19.32,123.370003,488024
6/1/2023,180.089996,397.700012,18.58,124.370003,492000
6/2/2023,180.949997,393.269989,18.82,125.230003,503000
6/5/2023,179.580002,391.709991,18.049999,126.629997,498927
6/6/2023,179.210007,386.540009,18.41,127.910004,508200
6/7/2023,177.820007,374.75,18.940001,122.940002,511795
6/8/2023,180.570007,385.100006,18.48,122.669998,512514
6/9/2023,180.960007,387.700012,19.360001,122.870003,510840
6/12/2023,183.789993,394.820007,20.129999,124.349998,509004
6/13/2023,183.309998,410.220001,22.9,124.43,513656
6/14/2023,183.949997,429.970001,23.219999,124.379997,510000
6/15/2023,186.009995,426.529999,24.809999,125.790001,516391
6/16/2023,184.919998,426.920013,23.65,124.059998,514000
6/20/2023,185.009995,438.079987,22.5,123.849998,515000
6/21/2023,183.960007,430.450012,22.75,121.260002,515515
6/22/2023,187,430.25,23.08,123.870003,511480
6/23/2023,186.679993,422.089996,22.6,123.019997,510000
6/26/2023,185.270004,406.320007,22.35,119.089996,507000
6/27/2023,188.059998,418.76001,24,119.010002,510580
6/28/2023,189.25,411.170013,25.120001,121.080002,506650
6/29/2023,189.589996,408.220001,24.57,120.010002,512260
6/30/2023,193.970001,423.019989,24.379999,120.970001,517810
7/3/2023,192.460007,424.130005,24.41,120.559998,519460
7/5/2023,191.330002,423.170013,24.459999,122.629997,521000
7/6/2023,191.809998,421.029999,24.309999,120.93,519800
7/7/2023,190.679993,425.029999,24.26,120.139999,521620
7/10/2023,188.610001,421.799988,23.18,116.870003,517136
7/11/2023,188.080002,424.049988,22.75,117.709999,521385
7/12/2023,189.770004,439.019989,22.92,119.620003,525400
7/13/2023,190.539993,459.769989,22.950001,124.830002,521833
7/14/2023,190.690002,454.690002,22.92,125.699997,517408
7/17/2023,193.990005,464.609985,23.65,125.059998,523500
7/18/2023,193.729996,474.940002,23.639999,124.080002,524750
7/19/2023,195.100006,470.769989,22.07,122.779999,520500
7/20/2023,193.130005,455.200012,21.950001,119.529999,526240
7/21/2023,191.940002,443.089996,21.620001,120.309998,527750
7/24/2023,192.75,446.119995,22.26,121.879997,532647
7/25/2023,193.619995,456.790009,22.309999,122.790001,528453
7/26/2023,194.5,454.519989,22.27,129.660004,531900
7/27/2023,193.220001,459,22.01,129.869995,531650
7/28/2023,195.830002,467.5,22.52,133.009995,533113
7/31/2023,196.449997,467.290009,22.16,133.110001,535400
8/1/2023,195.610001,465.070007,20.26,131.889999,534400
8/2/2023,192.580002,442.690002,20.459999,128.639999,533800
8/3/2023,191.169998,445.149994,20.120001,128.770004,541000
8/4/2023,181.990005,446.799988,20.48,128.539993,533600
8/7/2023,178.850006,454.170013,23.440001,131.940002,551920
8/8/2023,179.800003,446.640015,23.43,131.839996,553101
8/9/2023,178.190002,425.540009,22.950001,130.149994,545280
8/10/2023,177.970001,423.880005,22.84,130.210007,543680
8/11/2023,177.789993,408.549988,22.9,130.169998,542900
8/14/2023,179.460007,437.529999,24.18,131.830002,543150
8/15/2023,177.449997,439.399994,23.629999,130.270004,538107
8/16/2023,176.570007,434.859985,23.129999,129.110001,537497
8/17/2023,174,433.440002,23.059999,130.460007,535821
8/18/2023,174.490005,432.98999,22.27,128.110001,535817
